ID No.,Name_en,Region,Country,Location,Date_inscribed,Danger,Endangered Year,Date_end,Category,area_hectares,iso_code,udnp_code,short_description_en
1334,West Lake Cultural Landscape of Hangzhou,Asia and the Pacific,China,"Lat: 30.2375, Lon: 120.1408333",2011,0,,,Cultural,3322.88,cn,chn," The West Lake Cultural Landscape of Hangzhou, comprising the West Lake and the hills surrounding its three sides, has inspired famous poets, scholars and artists since the 9th century. It comprises numerous temples, pagodas, pavilions, gardens and ornamental trees, as well as causeways and artificial islands. These additions have been made to improve the landscape west of the city of Hangzhou to the south of the Yangtze river. 
 The West Lake has influenced garden design in the rest of China as well as Japan and Korea over the centuries and bears an exceptional testimony to the cultural tradition of improving landscapes to create a series of vistas reflecting an idealised fusion between humans and nature. 
 &nbsp; "
1335,China Danxia,Asia and the Pacific,China,"Lat: 28.42194444, Lon: 106.0425",2010,0,,,Natural,82151,cn,chn," China Danxia is the name given in China to landscapes developed on continental red terrigenous sedimentary beds influenced by endogenous forces (including uplift) and exogenous forces (including weathering and erosion). The inscribed site comprises six areas found in the sub-tropical zone of south-west China. They are characterized by spectacular red cliffs and a range of erosional landforms, including dramatic natural pillars, towers, ravines, valleys and waterfalls. These rugged landscapes have helped to conserve sub-tropical broad-leaved evergreen forests, and host many species of flora and fauna, about 400 of which are considered rare or threatened. "
1388,Chengjiang Fossil Site,Asia and the Pacific,China,"Lat: 24.66888889, Lon: 102.9772222",2012,0,,,Natural,512,cn,chn," A hilly 512&nbsp;ha site in Yunnan province, Chengjiang&rsquo;s fossils present the most complete record of an early Cambrian marine community with exceptionally preserved biota, displaying the anatomy of hard and soft tissues in a very wide variety of organisms, invertebrate and vertebrate. They record the early establishment of a complex marine ecosystem. The site documents at least sixteen phyla and a variety of enigmatic groups as well as about 196 species, presenting exceptional testimony to the rapid diversification of life on Earth 530&nbsp;million years ago, when almost all of today&rsquo;s major animal groups emerged. It opens a palaeobiological window of great significance to scholarship. "
1389,Site of Xanadu,Asia and the Pacific,China,"Lat: 42.358, Lon: 116.1851278",2012,0,,,Cultural,25131.27,cn,chn," North of the Great Wall, the Site of Xanadu encompasses the remains of Kublai Khan&rsquo;s legendary capital city, designed by the Mongol ruler&rsquo;s Chinese advisor Liu Bingzhdong in 1256. Over a surface area of 25,000&nbsp;ha, the site was a unique attempt to assimilate the nomadic Mongolian and Han Chinese cultures. From this base, Kublai Khan established the Yuan dynasty that ruled China over a century, extending its boundaries across Asia. The religious debate that took place here resulted in the dissemination of Tibetan Buddhism over north-east Asia, a cultural and religious tradition still practised in many areas today. The site was planned according to traditional Chinese <em>feng shui</em> in relation to the nearby mountains and river. It features the remains of the city, including temples, palaces, tombs, nomadic encampments and the Tiefan&rsquo;gang Canal, along with other waterworks. "
1414,Xinjiang Tianshan,Asia and the Pacific,China,"Lat: 41.96833333, Lon: 80.35416667",2013,0,,,Natural,606833,cn,chn," Xinjiang Tianshan&nbsp;comprises four components&mdash;Tomur, Kalajun-Kuerdening, Bayinbukuke and Bogda&mdash; that total 606,833 hectares. They are part of the Tianshan mountain system of Central Asia, one of the largest mountain ranges in the world. Xinjiang Tianshan presents unique physical geographic features and scenically beautiful areas including spectacular snow and snowy mountains glacier-capped peaks, undisturbed forests and meadows, clear rivers and lakes and red bed canyons. These landscapes contrast with the vast adjacent desert landscapes, creating a striking visual contrast between hot and cold environments, dry and wet, desolate and luxuriant. The landforms and ecosystems of the site have been preserved since the Pliocene epoch and present an outstanding example of ongoing biological and ecological evolutionary processes. The site also extends into the Taklimakan Desert, one of the world&rsquo;s largest and highest deserts, known for its large dune forms and great dust storms. Xinjiang Tianshan is moreover an important habitat for endemic and relic flora species, some rare and endangered. "
1443,The Grand Canal,Asia and the Pacific,China,"Lat: 34.69388889, Lon: 112.4683333",2014,0,,,Cultural,20819.11,cn,chn," The Grand Canal is a vast waterway system in the north-eastern and central-eastern plains of China, running from Beijing in the north to Zhejiang province in the south. Constructed in sections from the 5th century BC onwards, it was conceived as a unified means of communication for the Empire for the first time in the 7th century AD (Sui dynasty). This led to a series of gigantic construction sites, creating the world’s largest and most extensive civil engineering project prior to the Industrial Revolution. It formed the backbone of the Empire’s inland communication system, transporting grain and strategic raw materials, and supplying rice to feed the population. By the 13th century it consisted of more than 2,000 km of artificial waterways, linking five of China’s main river basins. It has played an important role in ensuring the country’s economic prosperity and stability and is still in use today as a major means of communication. "
1474,Tusi Sites,Asia and the Pacific,China,"Lat: 28.99861111, Lon: 109.9669444",2015,0,,,Cultural,781.28,cn,chn," Located in the mountainous areas of south-west China, this property encompasses remains of several tribal domains whose chiefs were appointed by the central government as ‘Tusi’, hereditary rulers from the 13<sup>th</sup> to the early 20<sup>th</sup>century. The Tusi system arose from the ethnic minorities’ dynastic systems of government dating back to the 3<sup>rd</sup> century BCE. Its purpose was to unify national administration, while allowing ethnic minorities to retain their customs and way of life. The sites of Laosicheng, Tangya and Hailongtun Fortress that make up the site bear exceptional testimony to this form of governance, which derived from the Chinese civilization of the Yuan and Ming periods. "
1508,Zuojiang Huashan Rock Art Cultural Landscape,Asia and the Pacific,China,"Lat: 22.25555556, Lon: 107.0230556",2016,0,,,Cultural,6621.6,cn,chn," Located on the steep cliffs in the border regions of southwest China, these 38 sites of rock art illustrate the life and rituals of the Luoyue people. They date from the period around the 5th century BCE to the 2nd century CE. In a surrounding landscape of karst, rivers and plateaux, they depict ceremonies that have been interpreted as portraying the bronze drum culture once prevalent across southern China. This cultural landscape is the only remains of this culture today. "
1509,Hubei Shennongjia,Asia and the Pacific,China,"Lat: 31.46972222, Lon: 110.2438889",2016,0,,,Natural,73318,cn,chn," Located in Hubei Province, in central-eastern China, the site consists of two components: Shennongding/Badong to the west and Laojunshan to the east. It protects the largest primary forests remaining in Central China and provides habitat for many rare animal species, such as the Chinese Giant Salamander, the Golden or Sichuan Snub-nosed Monkey, the Clouded Leopard, Common Leopard and the Asian Black Bear. Hubei Shennongjia is one of three centres of biodiversity in China. The site features prominently in the history of botanical research and was the object of international plant collecting expeditions in the 19th and 20th centuries.  "
1540,Qinghai Hoh Xil,Asia and the Pacific,China,"Lat: 35.38027778, Lon: 92.43916667",2017,0,,,Natural,3735632,cn,chn,"<p style=""text-align: left;"">Qinghai Hoh Xil, located in the northeastern extremity of the Qinghai-Tibetan Plateau, is the largest and highest plateau in the world. This extensive area of alpine mountains and steppe systems is situated more than 4,500 m above sea level, where sub-zero average temperatures prevail all year-round. The site’s geographical and climatic conditions have nurtured a unique biodiversity. More than one third of the plant species, and all the herbivorous mammals are endemic to the plateau. The property secures the complete migratory route of the Tibetan antelope, one of the endangered large mammals that are endemic to the plateau. "
1541,"Kulangsu, a Historic International Settlement",Asia and the Pacific,China,"Lat: 24.4475, Lon: 118.0619444",2017,0,,,Cultural,316.2,cn,chn," Kulangsu is a tiny island located on the estuary of the Chiu-lung River, facing the city of Xiamen. With the opening of a commercial port at Xiamen in 1843, and the establishment of the island as an international settlement in 1903, this island off the southern coast of the Chinese empire suddenly became an important window for Sino-foreign exchanges. Kulangsu is an exceptional example of the cultural fusion that emerged from these exchanges, which remain legible in its urban fabric. There is a mixture of different architectural styles including Traditional Southern Fujian Style, Western Classical Revival Style and Veranda Colonial Style. The most exceptional testimony of the fusion of various stylistic influences is a new architectural movement, the Amoy Deco Style, which is a synthesis of the Modernist style of the early 20th century and Art Deco. "
1559,Fanjingshan,Asia and the Pacific,China,"Lat: 27.89555556, Lon: 108.68",2018,0,,,Natural,40275,cn,chn," Located within the Wuling mountain range in Guizhou Province (south-west China), Fanjingshan ranges in altitude between 500 metres and 2,570 metres above sea level, favouring highly diverse types of vegetation and relief. It is an island of metamorphic rock in a sea of karst, home to many plant and animal species that originated in the Tertiary period, between 65 million and 2 million years ago. The property’s isolation has led to a high degree of biodiversity with endemic species, such as the Fanjingshan Fir (<em>Abies fanjingshanensis</em>) and the Guizhou Snub-nosed Monkey (<em>Rhinopithecus brelichi</em>), and endangered species, such as the Chinese Giant Salamander (<em>Andrias davidianus</em>), the Forest Musk Deer (<em>Moschus berezovskii</em>) and Reeve’s Pheasant (<em>Syrmaticus reevesii</em>). Fanjingshan has the largest and most contiguous primeval beech forest in the subtropical region. "
1592,Archaeological Ruins of Liangzhu City,Asia and the Pacific,China,"Lat: 30.39555556, Lon: 119.9908333",2019,0,,,Cultural,1433.66,cn,chn,"Located in the Yangtze River Basin on the south-eastern coast of the country, the archaeological ruins of Liangzhu (about 3300-2300 BCE) reveal an early regional state with a unified belief system based on rice cultivation in Late Neolithic China. The property is composed of four areas – the Area of Yaoshan Site, the Area of High-dam at the Mouth of the Valley, the Area of Low-dam on the Plain and the Area of City Site. These ruins are an outstanding example of early urban civilization expressed in earthen monuments, urban planning, a water conservation system and a social hierarchy expressed in differentiated burials in cemeteries within the property."
1606,Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China (Phase I),Asia and the Pacific,China,"Lat: 32.93194444, Lon: 121.0168139",2019,0,,,Natural,188643,cn,chn,"The site features an intertidal mudflat system considered to be the largest in the world. These mudflats, as well as marshes and shoals, are exceptionally productive and serve as growth areas for many species of fish and crustaceans. The intertidal areas of the Yellow Sea/Gulf of Bohai are of global importance for the gathering of many migratory bird species that use the East Asian-Australasian flyway. Large gatherings of birds, including some of the world's most endangered species, depend on the coastline as a stopover to moult, rest, winter or nest."
285,"Port, Fortresses and Group of Monuments, Cartagena",Latin America and the Caribbean,Colombia,"Lat: 10.41666667, Lon: -75.53333333",1984,0,,,Cultural,0,co,col," Situated in a bay in the Caribbean Sea, Cartagena has the most extensive fortifications in South America. A system of zones divides the city into three neighbourhoods: San Pedro, with the cathedral and many Andalusian-style palaces; San Diego, where merchants and the middle class lived; and Gethsemani, the 'popular quarter'. "
711,Los Katíos National Park,Latin America and the Caribbean,Colombia,"Lat: 7.666666667, Lon: -77.0",1994,0,,2015,Natural,72000,co,col," Extending over 72,000 ha in north-western Colombia, Los Katios National Park comprises low hills, forests and humid plains. An exceptional biological diversity is found in the park, which is home to many threatened animal species, as well as many endemic plants. "
742,Historic Centre of Santa Cruz de Mompox,Latin America and the Caribbean,Colombia,"Lat: 9.233333333, Lon: -74.43333333",1995,0,,,Cultural,0,co,col," Founded in 1540 on the banks of the River Magdalena, Mompox played a key role in the Spanish colonization of northern South America. From the 16th to the 19th century the city developed parallel to the river, with the main street acting as a dyke. The historic centre has preserved the harmony and unity of the urban landscape. Most of the buildings are still used for their original purposes, providing an exceptional picture of what a Spanish colonial city was like. "
743,National Archeological Park of Tierradentro,Latin America and the Caribbean,Colombia,"Lat: 2.583333333, Lon: -76.03333333",1995,0,,,Cultural,0,co,col," Several monumental statues of human figures can be seen in the park, which also contains many hypogea dating from the 6th to the 10th century. These huge underground tombs (some burial chambers are up to 12 m wide) are decorated with motifs that reproduce the internal decor of homes of the period. They reveal the social complexity and cultural wealth of a pre-Hispanic society in the northern Andes. "
744,San Agustín Archaeological Park,Latin America and the Caribbean,Colombia,"Lat: 1.916666667, Lon: -76.23333333",1995,0,,,Cultural,0,co,col," The largest group of religious monuments and megalithic sculptures in South America stands in a wild, spectacular landscape. Gods and mythical animals are skilfully represented in styles ranging from abstract to realist. These works of art display the creativity and imagination of a northern Andean culture that flourished from the 1st to the 8th century. "
1121,Coffee Cultural Landscape of Colombia,Latin America and the Caribbean,Colombia,"Lat: 5.471666667, Lon: -75.68166667",2011,0,,,Cultural,141120,co,col," An exceptional example of a sustainable and productive cultural landscape that is unique and representative of a tradition that is a strong symbol for coffee growing areas worldwide - encompasses six farming landscapes, which include 18 urban centres on the foothills of the western and central ranges of the Cordillera de los Andes in the west of the country. It reflects a centennial tradition of coffee growing in small plots in the high forest and the way farmers have adapted cultivation to difficult mountain conditions. The urban areas, mainly situated on the relatively flat tops of hills above sloping coffee fields, are characterized by the architecture of the Antioquian colonization with Spanish influence. Building materials were, and remain in some areas, cob and pleated cane for the walls with clay tiles for the roofs. "
1174,Chiribiquete National Park – “The Maloca of the Jaguar”,Latin America and the Caribbean,Colombia,"Lat: 0.525277778, Lon: -72.79722222",2018,0,,,Mixed,2782354,co,col," Chiribiquete National Park, the largest protected area in Colombia, is the confluence point of four biogeographical provinces: Orinoquia, Guyana, Amazonia, and North Andes. As such, the National Park guarantees the connectivity and preservation of the biodiversity of these provinces, constituting itself as an interaction scenario in which flora and fauna diversity and endemism have flourished. One of the defining features of Chiribiquete is the presence of tepuis (table-top mountains), sheer-sided sandstone plateaux that outstand in the forest and result in dramatic scenery that is reinforced by its remoteness, inaccessibility and exceptional conservation. Over 75,000 figures have been made by indigenous people on the walls of the 60 rock shelters from 20,000 BCE, and are still made nowadays by the uncontacted peoples protected by the National Park. These paintings depict hunting scenes, battles, dances and ceremonies, as well as fauna and flora species, with a particular the worship of the jaguar, a symbol of power and fertility. The indigenous communities, which are not directly present on the site, consider Chiribiquete as a sacred place that cannot be visited and that should be preserved unaltered. "
1216,Malpelo Fauna and Flora Sanctuary,Latin America and the Caribbean,Colombia,"Lat: 3.966666667, Lon: -81.61666667",2006,0,,,Natural,857500,co,col," Located some 506 km off the coast of Colombia, the site includes Malpelo island (350 ha) and the surrounding marine environment (857,150 ha). This vast marine park, the largest no-fishing zone in the Eastern Tropical Pacific, provides a critical habitat for internationally threatened marine species, and is a major source of nutrients resulting in large aggregations of marine biodiversity. It is in particular a ‘reservoir' for sharks, giant grouper and billfish and is one of the few places in the world where sightings of the short-nosed ragged-toothed shark, a deepwater shark, have been confirmed. Widely recognized as one of the top diving sites in the world, due to the presence of steep walls and caves of outstanding natural beauty, these deep waters support important populations of large predators and pelagic species (e.g. aggregations of over 200 hammerhead sharks and over 1,000 silky sharks, whale sharks and tuna have been recorded) in an undisturbed environment where they maintain natural behavioural patterns. "
820,Cocos Island National Park,Latin America and the Caribbean,Costa Rica,"Lat: 5.533333333, Lon: -87.06666667",1997,0,,,Natural,199790,cr,cri," Cocos Island National Park, located 550 km off the Pacific coast of Costa Rica, is the only island in the tropical eastern Pacific with a tropical rainforest. Its position as the first point of contact with the northern equatorial counter-current, and the myriad interactions between the island and the surrounding marine ecosystem, make the area an ideal laboratory for the study of biological processes. The underwater world of the national park has become famous due to the attraction it holds for divers, who rate it as one of the best places in the world to view large pelagic species such as sharks, rays, tuna and dolphins. "
928,Area de Conservación Guanacaste,Latin America and the Caribbean,Costa Rica,"Lat: 10.85, Lon: -85.61666667",1999,0,,,Natural,147000,cr,cri," The Area de Conservación Guanacaste (inscribed in 1999), was extended with the addition of a 15,000 ha private property, St Elena. It contains important natural habitats for the conservation of biological diversity, including the best dry forest habitats from Central America to northern Mexico and key habitats for endangered or rare plant and animal species. The site demonstrates significant ecological processes in both its terrestrial and marine-coastal environments. "
1453,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Latin America and the Caribbean,Costa Rica,"Lat: 8.911388889, Lon: -83.4775",2014,0,,,Cultural,24.73,cr,cri," The property includes four archaeological sites located in the Diqu&iacute;s Delta in southern Costa Rica, which are considered unique examples of the complex social, economic and political systems of the period AD&nbsp;500&ndash;1500. They contain artificial mounds, paved areas, burial sites and, most significantly, a collection of stone spheres, between 0.7&nbsp;m and 2.57&nbsp;m in diameter, whose meaning, use and production remain largely a mystery. The spheres are distinctive for their perfection, number, size and density, and placement in original locations. Their preservation from the looting that befell the vast majority of archaeological sites in Costa Rica has been attributed to the thick layers of sediment that kept them buried for centuries. "
195,Taï National Park,Africa,Côte d'Ivoire,"Lat: 5.75, Lon: -7.66667",1982,0,,,Natural,330000,ci,civ," This park is one of the last major remnants of the primary tropical forest of West Africa. Its rich natural flora, and threatened mammal species such as the pygmy hippopotamus and 11 species of monkeys, are of great scientific interest. "
227,Comoé National Park,Africa,Côte d'Ivoire,"Lat: 9.0, Lon: -4.0",1983,0,,2017,Natural,1150000,ci,civ," One of the largest protected areas in West Africa, this park is characterized by its great plant diversity. Due to the presence of the Comoé river, it contains plants which are normally only found much farther south, such as shrub savannahs and patches of thick rainforest. "
1322,Historic Town of Grand-Bassam,Africa,Côte d'Ivoire,"Lat: 5.195833333, Lon: 3.736388889",2012,0,,,Cultural,109.89,ci,civ," The first capital of C&ocirc;te d&rsquo;Ivoire, the Historic Town of Grand-Bassam, is an example of a late 19<sup>th</sup>- and early 20<sup>th</sup>-century colonial town planned with quarters specializing in commerce, administration, housing for Europeans and for Africans. The site includes the N&rsquo;zima African fishing village alongside colonial architecture marked by functional houses with galleries, verandas and gardens. Grand-Bassam was the most important port, economic and judicial centre of C&ocirc;te d&rsquo;Ivoire. It bears witness to the complex social relations between Europeans and Africans, and to the subsequent independence movement. As a vibrant centre of the territory of French trading posts in the Gulf of Guinea, which preceded modern C&ocirc;te d&rsquo;Ivoire, it attracted populations from all parts of Africa, Europe and the Mediterranean Levant. "
95,Old City of Dubrovnik,Europe and North America,Croatia,"Lat: 42.65056, Lon: 18.09139",1979,0,,1998,Cultural,96.7,hr,hrv," The 'Pearl of the Adriatic', situated on the Dalmatian coast, became an important Mediterranean sea power from the 13th century onwards. Although severely damaged by an earthquake in 1667, Dubrovnik managed to preserve its beautiful Gothic, Renaissance and Baroque churches, monasteries, palaces and fountains. Damaged again in the 1990s by armed conflict, it is now the focus of a major restoration programme co-ordinated by UNESCO. "
97,Historical Complex of Split with the Palace of Diocletian,Europe and North America,Croatia,"Lat: 43.50944, Lon: 16.44333",1979,0,,,Cultural,20.8,hr,hrv," The ruins of Diocletian's Palace, built between the late 3rd and the early 4th centuries A.D., can be found throughout the city. The cathedral was built in the Middle Ages, reusing materials from the ancient mausoleum. Twelfth- and 13th-century Romanesque churches, medieval fortifications, 15th-century Gothic palaces and other palaces in Renaissance and Baroque style make up the rest of the protected area. "
98,Plitvice Lakes National Park,Europe and North America,Croatia,"Lat: 44.87778, Lon: 15.61444",1979,0,,1997,Natural,29630.77,hr,hrv," The waters flowing over the limestone and chalk have, over thousands of years, deposited travertine barriers, creating natural dams which in turn have created a series of beautiful lakes, caves and waterfalls. These geological processes continue today. The forests in the park are home to bears, wolves and many rare bird species. "
809,Episcopal Complex of the Euphrasian Basilica in the Historic Centre of Poreč,Europe and North America,Croatia,"Lat: 45.22917, Lon: 13.59444",1997,0,,,Cultural,1.1,hr,hrv," The group of religious monuments in Porec, where Christianity was established as early as the 4th century, constitutes the most complete surviving complex of its type. The basilica, atrium, baptistery and episcopal palace are outstanding examples of religious architecture, while the basilica itself combines classical and Byzantine elements in an exceptional manner. "
810,Historic City of Trogir,Europe and North America,Croatia,"Lat: 43.5125, Lon: 16.25167",1997,0,,,Cultural,6.4,hr,hrv, Trogir is a remarkable example of urban continuity. The orthogonal street plan of this island settlement dates back to the Hellenistic period and it was embellished by successive rulers with many fine public and domestic buildings and fortifications. Its beautiful Romanesque churches are complemented by the outstanding Renaissance and Baroque buildings from the Venetian period. 
963,The Cathedral of St James in Šibenik,Europe and North America,Croatia,"Lat: 43.73629, Lon: 15.89038",2000,0,,,Cultural,0.1,hr,hrv," The Cathedral of St James in &Scaron;ibenik (1431-1535), on the Dalmatian coast, bears witness to the considerable exchanges in the field of monumental arts between Northern Italy, Dalmatia and Tuscany in the 15th and 16th centuries. The three architects who succeeded one another in the construction of the Cathedral - Francesco di Giacomo, Georgius Mathei Dalmaticus and Niccol&ograve; di Giovanni Fiorentino - developed a structure built entirely from stone and using unique construction techniques for the vaulting and the dome of the Cathedral. The form and the decorative elements of the Cathedral, such as a remarkable frieze decorated with 71 sculptured faces of men, women, and children, also illustrate the successful fusion of Gothic and Renaissance art. "
1240,Stari Grad Plain,Europe and North America,Croatia,"Lat: 43.18166667, Lon: 16.63861111",2008,0,,,Cultural,1376.53,hr,hrv," Stari Grad Plain on the Adriatic island of Hvar is a cultural landscape that has remained practically intact since it was first colonized by Ionian Greeks from Paros in the 4th century BC. The original agricultural activity of this fertile plain, mainly centring on grapes and olives, has been maintained since Greek times to the present. The site is also a natural reserve. The landscape features ancient stone walls and trims, or small stone shelters, and bears testimony to the ancient geometrical system of land division used by the ancient Greeks, the chora which has remained virtually intact over 24 centuries. "
204,Old Havana and its Fortification System,Latin America and the Caribbean,Cuba,"Lat: 23.13333333, Lon: -82.35",1982,0,,,Cultural,238.7,cu,cub," Havana was founded in 1519 by the Spanish. By the 17th century, it had become one of the Caribbean's main centres for ship-building. Although it is today a sprawling metropolis of 2 million inhabitants, its old centre retains an interesting mix of Baroque and neoclassical monuments, and a homogeneous ensemble of private houses with arcades, balconies, wrought-iron gates and internal courtyards. "
460,Trinidad and the Valley de los Ingenios,Latin America and the Caribbean,Cuba,"Lat: 21.80305556, Lon: -79.98444444",1988,0,,,Cultural,0,cu,cub," Founded in the early 16th century in honour of the Holy Trinity, the city was a bridgehead for the conquest of the American continent. Its 18th- and 19th-century buildings, such as the Palacio Brunet and the Palacio Cantero, were built in its days of prosperity from the sugar trade. "
839,Alejandro de Humboldt National Park,Latin America and the Caribbean,Cuba,"Lat: 20.45, Lon: -75.0",2001,0,,,Natural,71140,cu,cub, Complex geology and varied topography have given rise to a diversity of ecosystems and species unmatched in the insular Caribbean and created one of the most biologically diverse tropical island sites on earth. Many of the underlying rocks are toxic to plants so species have had to adapt to survive in these hostile conditions. This unique process of evolution has resulted in the development of many new species and the park is one of the most important sites in the Western Hemisphere for the conservation of endemic flora. Endemism of vertebrates and invertebrates is also very high. 
840,Viñales Valley,Latin America and the Caribbean,Cuba,"Lat: 22.61667, Lon: -83.71667",1999,0,,,Cultural,0,cu,cub," The Vi&ntilde;ales valley is encircled by mountains and its landscape is interspersed with dramatic rocky outcrops. Traditional techniques are still in use for agricultural production, particularly of tobacco. The quality of this cultural landscape is enhanced by the vernacular architecture of its farms and villages, where a rich multi-ethnic society survives, illustrating the cultural development of the islands of the Caribbean, and of Cuba. "
841,"San Pedro de la Roca Castle, Santiago de Cuba",Latin America and the Caribbean,Cuba,"Lat: 19.96666667, Lon: -75.87083333",1997,0,,,Cultural,93.88,cu,cub," Commercial and political rivalries in the Caribbean region in the 17th century resulted in the construction of this massive series of fortifications on a rocky promontory, built to protect the important port of Santiago. This intricate complex of forts, magazines, bastions and batteries is the most complete, best-preserved example of Spanish-American military architecture, based on Italian and Renaissance design principles. "
889,Desembarco del Granma National Park,Latin America and the Caribbean,Cuba,"Lat: 19.88333, Lon: -77.63333",1999,0,,,Natural,41863,cu,cub," Desembarco del Granma National Park, with its uplifted marine terraces and associated ongoing development of karst topography and features, represents a globally significant example of geomorphologic and physiographic features and ongoing geological processes. The area, which is situated in and around Cabo Cruz in south-east Cuba, includes spectacular terraces and cliffs, as well as some of the most pristine and impressive coastal cliffs bordering the western Atlantic. "
1008,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,Latin America and the Caribbean,Cuba,"Lat: 20.03, Lon: -75.39138889",2000,0,,,Cultural,81475,cu,cub," The remains of the 19th-century coffee plantations in the foothills of the Sierra Maestra are unique evidence of a pioneer form of agriculture in a difficult terrain. They throw considerable light on the economic, social, and technological history of the Caribbean and Latin American region. "
1202,Urban Historic Centre of Cienfuegos ,Latin America and the Caribbean,Cuba,"Lat: 22.14722, Lon: -80.45278",2005,0,,,Cultural,70,cu,cub," The colonial town of Cienfuegos was founded in 1819 in the Spanish territory but was initially settled by immigrants of French origin. It became a trading place for sugar cane, tobacco and coffee. Situated on the Caribbean coast of southern-central Cuba at the heart of the country’s sugar cane, mango, tobacco and coffee production area, the town first developed in the neoclassical style. It later became more eclectic but retained a harmonious overall townscape. Among buildings of particular interest are the Government Palace (City Hall), San Lorenzo School, the Bishopric, the Ferrer Palace, the former lyceum, and some residential houses. Cienfuegos is the first, and an outstanding example of an architectural ensemble representing the new ideas of modernity, hygiene and order in urban planning as developed in Latin America from the 19th century. "
1270,Historic Centre of Camagüey,Latin America and the Caribbean,Cuba,"Lat: 21.37861111, Lon: -77.91861111",2008,0,,,Cultural,54,cu,cub," One of the first seven villages founded by the Spaniards in Cuba, Camag&uuml;ey played a prominent role as the urban centre of an inland territory dedicated to cattle breeding and the sugar industry. Settled in its current location in 1528, the town developed on the basis of an irregular urban pattern that contains a system of large and minor squares, serpentine streets, alleys and irregular urban blocks, highly exceptional for Latin American colonial towns located in plain territories. The 54 ha Historic Centre of Camag&uuml;ey constitutes an exceptional example of a traditional urban settlement relatively isolated from main trade routes. The Spanish colonizers followed medieval European influences in terms of urban layout and traditional construction techniques brought to the Americas by their masons and construction masters. The property reflects the influence of numerous styles through the ages: neoclassical, eclectic, Art Deco, Neo-colonial as well as some Art Nouveau and rationalism. "
79,Paphos,Europe and North America,Cyprus,"Lat: 34.75833, Lon: 32.40556",1980,0,,,Cultural,162.0171,cy,cyp," Paphos has been inhabited since the Neolithic period. It was a centre of the cult of Aphrodite and of pre-Hellenic fertility deities. Aphrodite's legendary birthplace was on this island, where her temple was erected by the Myceneans in the 12th century B.C. The remains of villas, palaces, theatres, fortresses and tombs mean that the site is of exceptional architectural and historic value. The mosaics of Nea Paphos are among the most beautiful in the world. "
351,Painted Churches in the Troodos Region,Europe and North America,Cyprus,"Lat: 34.92027778, Lon: 33.09583333",1985,0,,,Cultural,3.693,cy,cyp," This region is characterized by one of the largest groups of churches and monasteries of the former Byzantine Empire. The complex of 10 monuments included on the World Heritage List, all richly decorated with murals, provides an overview of Byzantine and post-Byzantine painting in Cyprus. They range from small churches whose rural architectural style is in stark contrast to their highly refined decoration, to monasteries such as that of St John Lampadistis. "
848,Choirokoitia,Europe and North America,Cyprus,"Lat: 34.79833, Lon: 33.34333",1998,0,,,Cultural,6.2,cy,cyp," The Neolithic settlement of Choirokoitia, occupied from the 7th to the 4th millennium B.C., is one of the most important prehistoric sites in the eastern Mediterranean. Its remains and the finds from the excavations there have thrown much light on the evolution of human society in this key region. Since only part of the site has been excavated, it forms an exceptional archaeological reserve for future study. "
616,Historic Centre of Prague,Europe and North America,Czechia,"Lat: 50.08972, Lon: 14.41944",1992,0,,,Cultural,1106.36,cz,cze," Built between the 11th and 18th centuries, the Old Town, the Lesser Town and the New Town speak of the great architectural and cultural influence enjoyed by this city since the Middle Ages. The many magnificent monuments, such as Hradcany Castle, St Vitus Cathedral, Charles Bridge and numerous churches and palaces, built mostly in the 14th century under the Holy Roman Emperor, Charles IV. "
617,Historic Centre of Český Krumlov,Europe and North America,Czechia,"Lat: 48.81666667, Lon: 14.31666667",1992,0,,,Cultural,51.91,cz,cze," Situated on the banks of the Vltava river, the town was built around a 13th-century castle with Gothic, Renaissance and Baroque elements. It is an outstanding example of a small central European medieval town whose architectural heritage has remained intact thanks to its peaceful evolution over more than five centuries. "
621,Historic Centre of Telč,Europe and North America,Czechia,"Lat: 49.18333, Lon: 15.45",1992,0,,,Cultural,36,cz,cze," The houses in Telc, which stands on a hilltop, were originally built of wood. After a fire in the late 14th century, the town was rebuilt in stone, surrounded by walls and further strengthened by a network of artificial ponds. The town's Gothic castle was reconstructed in High Gothic style in the late 15th century. "
690,Pilgrimage Church of St John of Nepomuk at Zelená Hora,Europe and North America,Czechia,"Lat: 49.5802, Lon: 15.94205833",1994,0,,,Cultural,0.64,cz,cze," This pilgrimage church, built in honour of St John of Nepomuk, stands at Zelená Hora, not far from Ždár nad Sázavou in Moravia. Constructed at the beginning of the 18th century on a star-shaped plan, it is the most unusual work by the great architect Jan Blazej Santini, whose highly original style falls between neo-Gothic and Baroque. "
